,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,directors,writers,actor,actress,archive_footage,archive_sound,cinematographer,composer,director_pr,editor,producer,production_designer,self,writer_pr,concat,Unnamed: 0_y,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,ROI_percent,ROI_usd,year,month,inflation,worldwide_gross_inf,domestic_gross_inf,production_budget_inf,ROI_USD_inf
589,12340,tt1658801,Freeheld,Freeheld,2015,103.0,"['Biography', 'Drama', 'Romance']",6.5,10534.0,['nm0813164'],['nm0638913'],"['nm0136797', 'nm0788335']","['nm0000194', 'nm0680983']",,,,,['nm0813164'],,"['nm1511165', 'nm1377744', 'nm0326252', 'nm0402599']",,,['nm0638913'],Freeheld2015,4050,51,"Oct 2, 2015",Freeheld,7000000,546201,1732228,-0.7525388571428572,-5267772,2015,October,1.15,1992062.2,628131.1499999999,8049999.999999999,-6057937.799999999
590,12366,tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103.0,['Drama'],8.0,422671.0,['nm0154716'],['nm0154716'],"['nm0503567', 'nm3009232', 'nm0748620']",['nm0914612'],,,['nm0242491'],['nm0111649'],['nm0154716'],,"['nm0355147', 'nm0000518', 'nm0809833']",,,,The Perks of Being a Wallflower2012,3276,77,"Sep 21, 2012",The Perks of Being a Wallflower,13000000,17742948,33069303,1.5437925384615383,20069303,2012,September,1.19,39352470.57,21114108.12,15470000.0,23882470.57
591,12393,tt1661199,Cinderella,Cinderella,2015,105.0,"['Drama', 'Family', 'Fantasy']",6.9,142792.0,['nm0000110'],"['nm0919363', 'nm0674518']",['nm0534635'],"['nm4141252', 'nm0000949', 'nm0000307']",,,,,['nm0000110'],,"['nm1903054', 'nm0057655', 'nm1334526']",,,"['nm0919363', 'nm0674518']",Cinderella2015,412,13,"Mar 13, 2015",Cinderella,95000000,201151353,534551353,4.626856347368421,439551353,2015,March,1.15,614734055.9499999,231324055.95,109250000.0,505484055.9499999
592,87670,tt5089556,Cinderella,Cinderella,2015,113.0,['Fantasy'],,,['nm7633075'],"['nm7633074', 'nm7633071']","['nm8101465', 'nm7633085', 'nm7633068', 'nm7633064']",,,,['nm7633063'],['nm7633062'],['nm7633075'],['nm5045497'],,,,"['nm7633074', 'nm7633071']",Cinderella2015,412,13,"Mar 13, 2015",Cinderella,95000000,201151353,534551353,4.626856347368421,439551353,2015,March,1.15,614734055.9499999,231324055.95,109250000.0,505484055.9499999
593,12400,tt1661382,Grudge Match,Grudge Match,2013,113.0,"['Comedy', 'Drama', 'Sport']",6.4,54080.0,['nm0781842'],"['nm0445552', 'nm0745247']","['nm0000134', 'nm0000230', 'nm0000273']",['nm0000107'],,,,,['nm0781842'],,"['nm0425756', 'nm0263989', 'nm0314088']",,,"['nm0445552', 'nm0745247']",Grudge Match2013,1476,77,"Dec 25, 2013",Grudge Match,40000000,29807260,69807260,0.7451814999999999,29807260,2013,December,1.17,81674494.19999999,34874494.2,46800000.0,34874494.19999999
594,12445,tt1663143,Fun Size,Fun Size,2012,86.0,"['Adventure', 'Comedy']",5.4,12926.0,['nm0777300'],['nm3877887'],['nm0424216'],"['nm1842439', 'nm1314546', 'nm0309430']",,,,['nm0527091'],['nm0777300'],,"['nm2251559', 'nm1198322', 'nm1335634']",,,['nm3877887'],Fun Size2012,3209,10,"Oct 26, 2012",Fun Size,14000000,9409538,11166615,-0.2023846428571429,-2833385,2012,October,1.19,13288271.85,11197350.22,16660000.0,-3371728.150000001
595,12455,tt1663202,The Revenant,The Revenant,2015,156.0,"['Action', 'Adventure', 'Biography']",8.0,621193.0,['nm0327944'],"['nm1872664', 'nm0327944', 'nm3488559']","['nm0000138', 'nm0362766', 'nm2401020', 'nm1727304']",,,,,,['nm0327944'],,"['nm0661289', 'nm0326512', 'nm0586969']",,,"['nm1872664', 'nm3488559']",The Revenant2015,226,27,"Dec 25, 2015",The Revenant,135000000,183637894,532938302,2.9476911259259264,397938302,2015,December,1.15,612879047.3,211183578.1,155250000.0,457629047.3
596,12482,tt1663662,Pacific Rim,Pacific Rim,2013,131.0,"['Action', 'Adventure', 'Sci-Fi']",6.9,443667.0,['nm0868219'],"['nm2012438', 'nm0868219']","['nm0252961', 'nm0402271', 'nm0206359']",['nm0452860'],,,,['nm1014697'],['nm0868219'],,"['nm0419169', 'nm0661289', 'nm2100078']",,,['nm2012438'],Pacific Rim2013,71,72,"Jul 12, 2013",Pacific Rim,190000000,101802906,411002906,1.1631731894736843,221002906,2013,July,1.17,480873400.02,119109400.02,222300000.0,258573400.02
597,12525,tt1664697,Middle Men,Middle Men,2010,82.0,"['Action', 'Comedy', 'Crime']",5.8,45.0,['nm3934594'],['nm3934594'],"['nm3934594', 'nm3968357']","['nm3968440', 'nm6922083', 'nm3018463']",,,,,,,,,,,Middle Men2010,2693,94,"Aug 6, 2010",Middle Men,20000000,754301,754301,-0.96228495,-19245699,2010,August,1.25,942876.25,942876.25,25000000.0,-24057123.75
598,12585,tt1666185,All Eyez on Me,All Eyez on Me,2017,139.0,"['Biography', 'Drama', 'Music']",5.8,18541.0,['nm1534600'],"['nm0353183', 'nm0327659', 'nm1691003']",['nm7447307'],"['nm1775091', 'nm0334159', 'nm2679753']",,,,,['nm1534600'],,"['nm1084360', 'nm4314223']",,,"['nm0353183', 'nm0327659', 'nm1691003']",All Eyez on Me2017,1290,91,"Jun 16, 2017",All Eyez on Me,45000000,44922302,54876855,0.21948566666666666,9876855,2017,June,1.11,60913309.05,49863755.22000001,49950000.00000001,10963309.049999997
599,12586,tt1666186,Vampires Suck,Vampires Suck,2010,82.0,['Comedy'],3.4,43984.0,"['nm0294997', 'nm0783536']","['nm0294997', 'nm0783536']","['nm1782667', 'nm0046033', 'nm2861180']",['nm3834164'],,,['nm0561053'],['nm0501999'],"['nm0294997', 'nm0783536']",['nm0697953'],['nm0755911'],,,,Vampires Suck2010,2548,49,"Aug 18, 2010",Vampires Suck,20000000,36661504,81424988,3.0712493999999997,61424988,2010,August,1.25,101781235.0,45826880.0,25000000.0,76781235.0
600,12663,tt1667310,Deadfall,Deadfall,2012,95.0,"['Crime', 'Drama', 'Thriller']",6.3,36491.0,['nm0752328'],['nm3916149'],"['nm0051509', 'nm0402271']","['nm1312575', 'nm0000651']",,,,,['nm0752328'],,"['nm0906136', 'nm0166953', 'nm0963211', 'nm0506013']",,,['nm3916149'],Deadfall2012,4182,83,"Dec 7, 2012",Deadfall,6000000,66351,1673635,-0.7210608333333334,-4326365,2012,December,1.19,1991625.65,78957.69,7140000.0,-5148374.35
601,12672,tt1667353,Mirror Mirror,Mirror Mirror,2012,106.0,"['Adventure', 'Comedy', 'Drama']",5.6,79510.0,['nm0802248'],"['nm0458884', 'nm0445669', 'nm2214893']","['nm2309517', 'nm0001447']","['nm2934314', 'nm0000210']",,,,,['nm0802248'],,"['nm1448916', 'nm0325927']",,,"['nm0458884', 'nm0445669', 'nm2214893']",Mirror Mirror2012,506,7,"Mar 30, 2012",Mirror Mirror,85000000,64935167,173613482,1.0425115529411764,88613482,2012,March,1.19,206600043.58,77272848.72999999,101150000.0,105450043.57999998
602,12702,tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,2012,88.0,"['Adventure', 'Animation', 'Comedy']",6.6,175601.0,"['nm0862211', 'nm0553942']","['nm0073850', 'nm0297229', 'nm1000858']","['nm0005380', 'nm0001459', 'nm0000491', 'nm2106637']",,,,,,"['nm0553942', 'nm0862211']",,['nm0232561'],,,"['nm0073850', 'nm0297229', 'nm1000858']",Ice Age: Continental Drift2012,413,14,"Jul 13, 2012",Ice Age: Continental Drift,95000000,161321843,879765137,8.26068565263158,784765137,2012,July,1.19,1046920513.03,191972993.17,113050000.0,933870513.03
603,12788,tt1670345,Now You See Me,Now You See Me,2013,115.0,"['Crime', 'Mystery', 'Thriller']",7.3,553156.0,['nm0504642'],"['nm0004412', 'nm0945026', 'nm3242689']","['nm0251986', 'nm0996669', 'nm0749263', 'nm0000437']",,,,,,['nm0504642'],,"['nm0476064', 'nm0169256']",,,"['nm0004412', 'nm0945026', 'nm3242689']",Now You See Me2013,640,41,"May 31, 2013",Now You See Me,75000000,117723989,342769200,3.5702559999999997,267769200,2013,May,1.17,401039964.0,137737067.13,87750000.0,313289964.0
604,13009,tt1674771,Entourage,Entourage,2015,104.0,['Comedy'],6.6,71519.0,['nm0254120'],"['nm0254120', 'nm0731146']","['nm0004978', 'nm0175305', 'nm1483196', 'nm0001143']",,,,['nm0276405'],,['nm0254120'],['nm0343846'],"['nm0506100', 'nm0000242']",,,['nm0731146'],Entourage2015,1929,30,"Jun 3, 2015",Entourage,30000000,32363404,46438538,0.5479512666666667,16438538,2015,June,1.15,53404318.7,37217914.6,34500000.0,18904318.7
605,13019,tt1674784,Trespass,Trespass,2011,91.0,"['Crime', 'Drama', 'Thriller']",5.3,39404.0,['nm0001708'],['nm2244980'],"['nm0000115', 'nm1544217', 'nm0578853']",['nm0000173'],,,,['nm1384267'],['nm0001708'],,"['nm0078868', 'nm0935210', 'nm0005563']",,,['nm2244980'],Trespass2011,1753,54,"Oct 14, 2011",Trespass,35000000,16816,786532,-0.9775276571428572,-34213468,2011,October,1.21,951703.72,20347.36,42350000.0,-41398296.28
606,13029,tt1675192,Take Shelter,Take Shelter,2011,121.0,"['Drama', 'Horror', 'Thriller']",7.4,83200.0,['nm2158772'],['nm2158772'],"['nm0788335', 'nm0924154']","['nm1567113', 'nm3964962']",,,['nm1309148'],['nm0935060'],['nm2158772'],['nm3664579'],"['nm1021351', 'nm0510956']",,,,Take Shelter2011,4408,9,"Sep 30, 2011",Take Shelter,4750000,1728953,4972016,0.04674021052631579,222016,2011,September,1.21,6016139.3599999985,2092033.13,5747500.0,268639.3599999994
607,13120,tt1677720,Ready Player One,Ready Player One,2018,140.0,"['Action', 'Adventure', 'Sci-Fi']",7.5,301660.0,['nm0000229'],"['nm0672015', 'nm2094392']","['nm4446467', 'nm0578853']","['nm4972453', 'nm2913119']",,,,,['nm0000229'],,"['nm1069736', 'nm0209773', 'nm2252124']",,,"['nm0672015', 'nm2094392']",Ready Player One2018,177,78,"Mar 29, 2018",Ready Player One,150000000,137690172,579290136,2.86193424,429290136,2018,March,1.09,631426248.24,150082287.48000002,163500000.0,467926248.24
608,13166,tt1679335,Trolls,Trolls,2016,92.0,"['Adventure', 'Animation', 'Comedy']",6.5,63295.0,"['nm0593610', 'nm0230666']","['nm0008743', 'nm0074184', 'nm1106214', 'nm8540931']","['nm0005493', 'nm2395586']","['nm0447695', 'nm0221046']",,,,,"['nm0230666', 'nm0593610']",,,,,"['nm8540931', 'nm0008743', 'nm0074184', 'nm1106214']",Trolls2016,272,73,"Nov 4, 2016",Trolls,125000000,153707064,344150134,1.753201072,219150134,2016,November,1.14,392331152.76,175226052.95999998,142500000.0,249831152.76
609,13240,tt1682180,Stoker,Stoker,2013,99.0,"['Drama', 'Thriller']",6.8,97393.0,['nm0661791'],['nm0589505'],"['nm0328828', 'nm0000551']","['nm1985859', 'nm0000173']",,,,['nm0543739'],['nm0661791'],,"['nm1545611', 'nm0000631', 'nm0001716']",,,['nm0589505'],Stoker2013,3428,29,"Mar 1, 2013",Stoker,12000000,1703125,12034913,0.0029094166666666665,34913,2013,March,1.17,14080848.21,1992656.25,14040000.0,40848.20999999903
610,13339,tt1684628,Circumstance,Circumstance,2011,107.0,['Drama'],5.9,7055.0,['nm1991486'],['nm1991486'],"['nm2872129', 'nm4196514']","['nm3972775', 'nm3970988']",,,['nm0399146'],['nm1929734'],['nm1991486'],['nm0157368'],"['nm0157313', 'nm2939294']",,,,Circumstance2011,5340,41,"Aug 26, 2011",Circumstance,900000,454121,958978,0.06553111111111111,58978,2011,August,1.21,1160363.38,549486.41,1089000.0,71363.37999999989
611,13367,tt1686018,Creature,Creature,2011,93.0,['Horror'],3.7,2723.0,['nm1088871'],"['nm1088871', 'nm0607685']","['nm1419635', 'nm0076780', 'nm2107055']",['nm2100657'],,,,['nm0368183'],['nm1088871'],,"['nm0790898', 'nm0790900', 'nm0790901']",,,['nm0607685'],Creature2011,4737,38,"Sep 9, 2011",Creature,3000000,331000,331000,-0.8896666666666667,-2669000,2011,September,1.21,400510.0,400510.0,3630000.0,-3229490.0
612,13536,tt1690953,Despicable Me 2,Despicable Me 2,2013,98.0,"['Adventure', 'Animation', 'Comedy']",7.4,344230.0,"['nm1853544', 'nm0719208']","['nm0666791', 'nm0202425']","['nm0136797', 'nm0000973']","['nm1325419', 'nm1388927']",,,,,"['nm1853544', 'nm0719208']",,"['nm0577560', 'nm0372329']",,,"['nm0666791', 'nm0202425']",Despicable Me 22013,621,22,"Jul 3, 2013",Despicable Me 2,76000000,368065385,975216835,11.831800460526313,899216835,2013,July,1.17,1141003696.95,430636500.45,88920000.0,1052083696.95
613,13579,tt1691916,Before I Fall,Before I Fall,2017,98.0,"['Drama', 'Fantasy', 'Mystery']",6.4,39282.0,['nm1735543'],"['nm0535940', 'nm3986344']",,"['nm3614913', 'nm4296013', 'nm5318271', 'nm4279413']",,,,,['nm1735543'],,"['nm0792871', 'nm1396390', 'nm0005367']",,,"['nm0535940', 'nm3986344']",Before I Fall2017,4311,12,"Mar 3, 2017",Before I Fall,5000000,12241072,18945682,2.7891364,13945682,2017,March,1.11,21029707.020000003,13587589.920000002,5550000.000000001,15479707.020000005
614,13622,tt1692486,Carnage,Carnage,2011,80.0,"['Comedy', 'Drama']",7.2,111372.0,['nm0000591'],"['nm0722078', 'nm0000591', 'nm0441301']","['nm0910607', 'nm0000604']","['nm0000149', 'nm0000701']",,,['nm0248997'],['nm0006035'],['nm0000591'],,['nm0069963'],,,"['nm0722078', 'nm0441301']",Carnage2011,2306,7,"Dec 16, 2011",Carnage,25000000,2546747,38112154,0.52448616,13112154,2011,December,1.21,46115706.34,3081563.87,30250000.0,15865706.339999994
615,13698,tt1694020,The Guilt Trip,The Guilt Trip,2012,95.0,"['Comedy', 'Drama']",5.8,33702.0,['nm0281945'],['nm1557594'],['nm0736622'],"['nm0000659', 'nm0719444', 'nm1478285']",,,,,['nm0281945'],,"['nm0584427', 'nm1698571', 'nm0326415', 'nm9846718']",,,['nm1557594'],The Guilt Trip2012,1458,59,"Dec 19, 2012",The Guilt Trip,40000000,37134215,41294674,0.03236685,1294674,2012,December,1.19,49140662.06,44189715.85,47600000.0,1540662.059999995
616,13746,tt1695994,The Virginity Hit,The Virginity Hit,2010,86.0,['Comedy'],4.6,3696.0,"['nm0348640', 'nm1428204']","['nm0348640', 'nm1428204']","['nm2711305', 'nm3994945', 'nm1755959']",['nm3106253'],,,,,"['nm1428204', 'nm0348640']",,"['nm1213782', 'nm0002071', 'nm0376260', 'nm0570912']",,,,The Virginity Hit2010,4943,44,"Sep 24, 2010",The Virginity Hit,2000000,636706,636706,-0.681647,-1363294,2010,September,1.25,795882.5,795882.5,2500000.0,-1704117.5
617,13821,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,"['Comedy', 'Family']",6.2,37325.0,['nm0037708'],"['nm1464577', 'nm1460483']","['nm0136797', 'nm4590837', 'nm1910255']",['nm0004950'],,,,,['nm0037708'],,"['nm0506613', 'nm0378229', 'nm1362282']",,,"['nm1464577', 'nm1460483']","Alexander and the Terrible, Horrible, No Good, Very Bad Day2014",2043,44,"Oct 10, 2014","Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,2.6206888214285717,73379287,2014,October,1.15,116586180.05,76997271.35,32200000.0,84386180.05
618,13874,tt1699755,Peeples,Peeples,2013,95.0,"['Comedy', 'Romance']",5.3,4452.0,['nm1202276'],['nm1202276'],"['nm0732497', 'nm0004979']","['nm0913488', 'nm0580924']",,,,,['nm1202276'],,"['nm1347153', 'nm0019858', 'nm1129570', 'nm0355983', 'nm0601597']",,,,Peeples2013,3497,98,"May 10, 2013",Peeples,11000000,9177065,9307166,-0.153894,-1692834,2013,May,1.17,10889384.22,10737166.05,12870000.0,-1980615.780000001
619,13918,tt1700841,Sausage Party,Sausage Party,2016,89.0,"['Adventure', 'Animation', 'Comedy']",6.2,159111.0,"['nm0970447', 'nm0862911']","['nm3773434', 'nm3782043', 'nm0736622', 'nm1698571', 'nm1706767']","['nm0736622', 'nm1706767', 'nm0008533']",['nm1325419'],,,,,"['nm0862911', 'nm0970447']",,['nm2691892'],,,"['nm3773434', 'nm3782043', 'nm1698571']",Sausage Party2016,2727,28,"Aug 12, 2016",Sausage Party,19000000,97670358,141344255,6.439171315789473,122344255,2016,August,1.14,161132450.7,111344208.12,21660000.0,139472450.7
620,13959,tt1702425,Casa de mi Padre,Casa de mi Padre,2012,84.0,"['Comedy', 'Western']",5.5,19170.0,['nm0682126'],"['nm0824482', 'nm4094947']","['nm0002071', 'nm0305558', 'nm0526019', 'nm0644406']",,,,,,['nm0682126'],,"['nm0968789', 'nm1950898', 'nm1819990']",,,"['nm0824482', 'nm4094947']",Casa de mi Padre2012,4152,53,"Mar 16, 2012",Casa de mi Padre,6000000,5909483,8446952,0.4078253333333333,2446952,2012,March,1.19,10051872.88,7032284.77,7140000.0,2911872.879999999
621,13964,tt1702439,Safe Haven,Safe Haven,2013,115.0,"['Drama', 'Romance', 'Thriller']",6.7,97055.0,['nm0002120'],"['nm0828342', 'nm5654942', 'nm0817023']","['nm0241049', 'nm2256017']","['nm2584600', 'nm1130627']",,,,,['nm0002120'],,"['nm0324041', 'nm2125212']",,,"['nm0828342', 'nm5654942', 'nm0817023']",Safe Haven2013,2040,41,"Feb 14, 2013",Safe Haven,28000000,71399120,94050951,2.3589625357142863,66050951,2013,February,1.17,110039612.67,83536970.39999999,32760000.0,77279612.66999999
622,13966,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011,105.0,"['Documentary', 'Music']",1.6,74978.0,['nm0160840'],,,,,,,,['nm0160840'],,"['nm1331743', 'nm4025993', 'nm0193838', 'nm0513769', 'nm0713378']",,"['nm3595501', 'nm1349841', 'nm1415323', 'nm2728031']",,Justin Bieber: Never Say Never2011,3247,48,"Feb 11, 2011",Justin Bieber: Never Say Never,13000000,73013910,99034125,6.618009615384616,86034125,2011,February,1.21,119831291.25,88346831.1,15730000.0,104101291.25
623,13994,tt1703199,Grave Encounters,Grave Encounters,2011,92.0,['Horror'],6.1,48125.0,"['nm4017355', 'nm3425513', 'nm4155547']","['nm4155547', 'nm3425513', 'nm4017355']","['nm1649128', 'nm1556638', 'nm0597740']",['nm1925168'],,,['nm0592598'],['nm3529153'],"['nm4017355', 'nm3425513', 'nm4155547']",,['nm1180669'],,,,Grave Encounters2011,4975,76,"Sep 9, 2011",Grave Encounters,2000000,0,2151887,0.0759435,151887,2011,September,1.21,2603783.27,0.0,2420000.0,183783.27
624,14023,tt1703957,Genius,Genius,2016,104.0,"['Biography', 'Drama']",6.6,15611.0,['nm0334787'],"['nm0517589', 'nm1044809']","['nm0000147', 'nm0000179']","['nm0000173', 'nm0001473']",,,['nm1023204'],['nm1745951'],['nm0334787'],,['nm5348636'],,,"['nm0517589', 'nm1044809']",Genius2016,2909,10,"Jun 10, 2016",Genius,17000000,1361045,7265283,-0.5726304117647059,-9734717,2016,June,1.14,8282422.619999999,1551591.2999999996,19380000.0,-11097577.38
625,14110,tt1706593,Chronicle,Chronicle,2012,84.0,"['Drama', 'Sci-Fi', 'Thriller']",7.1,229258.0,['nm2503633'],"['nm0484840', 'nm2503633']","['nm2851530', 'nm3887625', 'nm0430107', 'nm0446672']",,,,['nm0421608'],,['nm2503633'],['nm1148952'],"['nm0204862', 'nm0775443']",,,['nm0484840'],Chronicle2012,3354,55,"Feb 3, 2012",Chronicle,12000000,64575175,123681790,9.306815833333333,111681790,2012,February,1.19,147181330.1,76844458.25,14280000.0,132901330.1
626,14186,tt1709143,The Last Days on Mars,The Last Days on Mars,2013,98.0,"['Adventure', 'Horror', 'Sci-Fi']",5.5,33137.0,['nm1099711'],"['nm3773893', 'nm0206092']","['nm0000630', 'nm0000480']","['nm0304801', 'nm0931404']",,,,['nm2068037'],['nm1099711'],,"['nm1095938', 'nm0474138']",,,"['nm3773893', 'nm0206092']",The Last Days on Mars2013,3524,25,"Dec 6, 2013",The Last Days on Mars,10600000,24084,261364,-0.9753430188679244,-10338636,2013,December,1.17,305795.88,28178.28,12402000.0,-12096204.12
627,14211,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"['Comedy', 'Drama', 'Music']",5.8,7575.0,['nm0333804'],['nm0333804'],['nm2921091'],"['nm0001451', 'nm0000573', 'nm1551130']",,,,,['nm0333804'],,"['nm0667474', 'nm1289705', 'nm0424663', 'nm0467255', 'nm0622296']",,,,Joyful Noise2012,2085,86,"Jan 13, 2012",Joyful Noise,27500000,30932113,31157914,0.13301505454545454,3657914,2012,January,1.19,37077917.66,36809214.47,32725000.0,4352917.659999996
628,14269,tt1711525,Office Christmas Party,Office Christmas Party,2016,105.0,['Comedy'],5.8,59253.0,"['nm0330347', 'nm0817447']","['nm0524190', 'nm0601859', 'nm0000251', 'nm3675159', 'nm2083678', 'nm0563243']","['nm0000867', 'nm2554352']","['nm1601397', 'nm0000098']",,,,,"['nm0330347', 'nm0817447']",,,,,"['nm3675159', 'nm0524190', 'nm0601859', 'nm0000251']",Office Christmas Party2016,1280,81,"Dec 9, 2016",Office Christmas Party,45000000,54767494,91323299,1.0294066444444443,46323299,2016,December,1.14,104108560.85999998,62434943.16,51299999.99999999,52808560.85999999
629,14290,tt1712170,Alex Cross,Alex Cross,2012,101.0,"['Action', 'Crime', 'Mystery']",5.1,30951.0,['nm0003418'],"['nm0609031', 'nm1201058', 'nm0666248']","['nm1347153', 'nm0289142', 'nm0122653']",['nm0629697'],,,,,['nm0003418'],,"['nm3002021', 'nm1088848']",,,"['nm0609031', 'nm1201058', 'nm0666248']",Alex Cross2012,1699,100,"Oct 19, 2012",Alex Cross,35000000,25888412,35426759,0.012193114285714284,426759,2012,October,1.19,42157843.21,30807210.28,41650000.0,507843.21000000095
630,14309,tt1712261,Triple 9,Triple 9,2016,115.0,"['Crime', 'Thriller']",6.3,60369.0,['nm0384825'],['nm3208946'],"['nm0000729', 'nm0252230', 'nm1107001', 'nm0666739']",,,,,,['nm0384825'],,"['nm2166024', 'nm0124652', 'nm2251559', 'nm0441097']",,,['nm3208946'],Triple 92016,2632,33,"Feb 26, 2016",Triple 9,20000000,12639297,25943792,0.2971896,5943792,2016,February,1.14,29575922.88,14408798.579999998,22800000.0,6775922.880000003
631,14358,tt1714206,The Spectacular Now,The Spectacular Now,2013,95.0,"['Comedy', 'Drama', 'Romance']",7.1,133887.0,['nm1242054'],"['nm2354099', 'nm2352210', 'nm4043665']","['nm1886602', 'nm0151419']","['nm0940362', 'nm0000492']",,,,,['nm1242054'],,"['nm0491054', 'nm2325301']",,,"['nm2354099', 'nm2352210', 'nm4043665']",The Spectacular Now2013,4821,22,"Aug 2, 2013",The Spectacular Now,2500000,6852971,6916951,1.7667804,4416951,2013,August,1.17,8092832.67,8017976.069999998,2925000.0,5167832.67
632,14361,tt1714210,Weekend,Weekend,2011,97.0,"['Drama', 'Romance']",7.6,25424.0,['nm0354091'],['nm0354091'],"['nm3665787', 'nm2773325', 'nm2827255']",['nm3935285'],,,['nm1127138'],,['nm0354091'],,['nm2571063'],['nm2406475'],,,Weekend2011,5642,43,"Sep 23, 2011",Weekend,190000,484592,1577585,7.30307894736842,1387585,2011,September,1.21,1908877.85,586356.32,229900.0,1678977.85
